"","OBJECTID_12","Join_Count","TARGET_FID","Join_Count_1","TARGET_FID_1","Survey","Age","Age_Bin","Gender","Education","Income","Race","RaisedCity","RaisedStat","Latitude","Longitude","RaisedYear","F1002","F1007","F1009","F1014_1","F1016_1","F1017","F1018","F1018_1","F1019","F1019_1","F1020","F1020_1","F1021","F1021_1","F1022","F1023","F1024","F1024_1","F1025","F1025_1","F1026","F1026_1","F1027","F1027_1","F1029","F1030","F1032","F1033","F1034","F1035","F1038","F1039","F1039_1","F1040","F1041","F1042","F1043","F1045","F1047","F1048","F1049","F1054","F1060","F1060_1","F1061","F1062","F1063","F1064","F1065","F1066","F1067","F1068","F1068_1","F1069","F1070","F1070_1","F1071","F1072","F1072_1","F1073","F1073_1","F1074","F1075","F1076","F1077","F1078","F1079","F1079_1","F1080","F1081","F1082","F1083","F1084","F1085","F1086","F1087","F1088","F1089","F1090","F1091","F1092","F1093","F1094","F1095","F1096","F1097","F1098","F1099","F1100","F1101","F1102","F1103","F1113","F1114","F1115","F1116","F1117","F1118","F1118_1","F1119","F1120","F1121","F1122","F1123","F1124","F1125","F1126","F1127","F1128","F1129","F1130","F1134","F1135","F1136","F1138","F1140","F1141","F1142","F1143","F1144","F1145","F1146","F1147","F1148","F1149","F1150","F1151","F1152","F1153","F1154","F1155","F1156","F1157","F1158","F1159","F1160","F1161","F1162","F1163","F1164","F1165","F1167","F1169","F1170","F1171","F1172","F1173","F1174","F1175","F1176","F1177","F1178","F1179","F1180","F1181","F1182","F1183","F1201","F1202","F1203","F1204","F1205","F1206","F1207","F1208","F1209","F1210","F1211","F1212","F1213","F1214","F1215","F1216","F1217","F1218","F1219","F1220","F1221","F1222","F1223","F1224","F1225","F1226","F1227","F1228","F1229","F1230","F1231","F1232","F1233","F1240","F1241","F1242","F1249","F1250","F1251","F1258","F1259","F1260","F1267","F1268","F1269","F1276","F1277","F1278","F1285","F1286","F1287","F1294","F1295","F1296","F1302","F1303","F1304","F1305","F1306","F1307","F1308","F1309","F1310","F1311","F1312","F1313","1314","1324","1334","1318","1325","1335","1333","1317","1326","1336","1315","1327","1337","1343","1316","1328","1338","1319","1329","1339","1320","1330","1340","1323","1321","1331","1341","1322","1332","1342","1019.1","1079.1","1020.1","1027.1","1060.1","1018.1","1021.1","1025.1","1026.1","1024.1","personid","responseID","NumberJudg","CG_Min","CU_Max","Min_Max_Di","CG_Score","CU_Score","C_Sum_Disc","Controls_D","Completion","Geography_","Discard_","StartDate","EndDate","StatusResp","IPaddress","DurationSe","Finished","RecordedDa","UserLang","Consent","GenderOthe","RaceOther","nLangs","Langs","MoCity","MoState","MoCountry","FaCity","FaState","FaCountry","CuCity","CuState","TimeCu","MoLon","MoLat","FaLon","FaLat","CuLon","CuLat","Id","Input_FID","Row_Labels","Region_Nam","Field5","Field6","Field7","Field8","Field9","Field10","OBJECTID_1","SHAPE_Leng","Dialect_Re","Shape_Le_1","Region","Sub_Region","SubSub_Reg","OBJECTID_2","OBJECTID","NAME","STATE_NAME","STATE_FIPS","CNTY_FIPS","FIPS","POPULATION","POP_SQMI","POP2010","POP10_SQMI","WHITE","BLACK","AMERI_ES","ASIAN","HAWN_PI","HISPANIC","OTHER","MULT_RACE","MALES","FEMALES","AGE_UNDER5","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_34","AGE_35_44","AGE_45_54","AGE_55_64","AGE_65_74","AGE_75_84","AGE_85_UP","MED_AGE","MED_AGE_M","MED_AGE_F","HOUSEHOLDS","AVE_HH_SZ","HSEHLD_1_M","HSEHLD_1_F","MARHH_CHD","MARHH_NO_C","MHH_CHILD","FHH_CHILD","FAMILIES","AVE_FAM_SZ","HSE_UNITS","VACANT","OWNER_OCC","RENTER_OCC","NO_FARMS12","AVE_SIZE12","CROP_ACR12","AVE_SALE12","SQMI","Shape__Are","Shape__Len","UACE10","GEOID10","NAME10","NAMELSAD10","LSAD10","MTFCC10","UATYP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
"455",5456,1,5456,1,5456,13,"73","71-80","Male","bachelor's","25000","black","Pittsburgh","Pennsylvania","40.43851","-79.99734","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,3,1,2,2,3,3,2,2,2,3,4,3,4,1,4,3,2,3,2,2,3,4,3,3,2,3,2,4,2,4,3,1,5,4,5,4,"R_2cpahY4U9t9SDOk Survey 13","R_2cpahY4U9t9SDOk",47,"1","4","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-26 08:55:14","2021-03-26 09:19:48","IP Address","71.62.105.71","1473","1","2021-03-26 09:19:48","EN","I agree.","NA","NA","1","english","Madison Heights","Virginia","Amherst","Pittsburgh","Pennsylvania","Allegheny","Collinsville","Virginia","31","-79.18596","37.51095","-79.99734","40.43851","-79.91303","36.7203",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Pittsburgh","Pennsylvania","42","3","42003","1236649","1660.7","1223348","1642.9","997295","161861","1702","34090","278","19070","5523","22599","585650","637698","63640","64343","68396","79935","88962","157549","145894","186865","162705","95684","74259","35116","41.3","39.2","43.2","533960","2.23","79382","107576","85447","136885","9703","38123","308009","2.91","589201","55241","345393","188567","389","74","15504","35328","744.64","0.20074545540269","2.13858280415931","69697","69697","Pittsburgh, PA","Pittsburgh, PA Urbanized Area","75","G3500","U","S","2344752643","42057559","40.4569607","-79.9510047"
"456",5457,1,5457,1,5457,13,"33","31-40","Male","some college","25000","white","Pittsburgh","Pennsylvania","40.43851","-79.99734","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,3,5,2,3,2,2,3,3,3,2,3,2,2,3,2,2,3,4,2,3,3,2,4,3,2,2,2,1,2,3,3,1,3,3,"R_9ouCtNoQI15ODdf Survey 13","R_9ouCtNoQI15ODdf",47,"1","2","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-22 16:18:46","2021-03-22 16:25:06","IP Address","73.183.10.97","379","1","2021-03-22 16:25:07","EN","I agree.","NA","NA","1","english","Pittsburgh","Pennsylvania","Allegheny","Pittsburgh","Pennsylvania","Allegheny","Pittsburgh","Pennsylvania","33","-79.99734","40.43851","-79.99734","40.43851","-79.99734","40.43851",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Pittsburgh","Pennsylvania","42","3","42003","1236649","1660.7","1223348","1642.9","997295","161861","1702","34090","278","19070","5523","22599","585650","637698","63640","64343","68396","79935","88962","157549","145894","186865","162705","95684","74259","35116","41.3","39.2","43.2","533960","2.23","79382","107576","85447","136885","9703","38123","308009","2.91","589201","55241","345393","188567","389","74","15504","35328","744.64","0.20074545540269","2.13858280415931","69697","69697","Pittsburgh, PA","Pittsburgh, PA Urbanized Area","75","G3500","U","S","2344752643","42057559","40.4569607","-79.9510047"
"457",5458,1,5458,1,5458,13,"35","31-40","Male","associate","87500","asian","Charleston","South Carolina","32.78115","-79.93161","14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,3,4,4,5,"R_vcVt5pgzsJ5E1Pz Survey 13","R_vcVt5pgzsJ5E1Pz",47,"3","5","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-31 18:10:10","2021-03-31 19:07:22","IP Address","208.203.212.39","3432","1","2021-03-31 19:07:25","EN","I agree.","NA","NA","2","english, french","NA","NA","NA","NA","NA","NA","NA","NA","14","NA","NA","NA","NA","NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Charleston","South Carolina","45","19","45019","407646","416.8","350209","358.1","224910","104239","1068","4719","299","18877","9477","5497","169871","180338","22886","20077","18419","22528","31910","55456","43171","47982","43059","25010","13869","5842","35.9","34.6","37.3","144309","2.36","18842","24643","23175","35206","2955","13462","85692","2.96","169984","25675","87068","57241","403","93","9661","55537","978.06","0.244223287333062","3.68680574323605","15508","15508","Charleston--North Charleston, SC","Charleston--North Charleston, SC Urbanized Area","75","G3500","U","S","759631793","29450871","32.9022551","-80.0155427"
"458",5459,1,5459,1,5459,13,"23","18-30","Female","bachelor's","50000","white","Greensboro","North Carolina","36.06908","-79.79503","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,4,3,4,4,5,2,4,4,5,2,2,5,4,4,4,3,3,4,5,3,4,4,2,4,4,2,2,2,3,2,5,5,5,5,4,"R_2D1ChicOSfj3TTf Survey 13","R_2D1ChicOSfj3TTf",47,"4","3","NA","NA","NA","NA","NA","NA","NA","NA","2020-11-10 18:38:26","2020-11-10 18:51:34","IP Address","173.94.105.255","787","1","2020-11-10 18:51:35","EN","I agree.","NA","NA","1","english","NA","NA","NA","NA","NA","NA","Greensboro","North Carolina","23","NA","NA","NA","NA","-79.79503","36.06908",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Greensboro","North Carolina","37","81","37081","527708","802.4","488406","742.6","278525","158899","2594","19176","235","34826","17675","11302","232483","255923","30639","31801","32234","37290","39642","64326","67048","69197","56106","32201","19761","8161","36.3","35.1","37.3","196628","2.41","24185","34503","37135","47564","4850","20097","123169","3.01","218017","21389","119569","77059","854","89","40864","61108","657.7","0.169883508241148","1.67988350079519","35164","35164","Greensboro, NC","Greensboro, NC Urbanized Area","75","G3500","U","S","479940780","10634270","36.0973017","-79.8439527"
"459",5460,1,5460,1,5460,13,"24","18-30","Female","bachelor's","12500","asian","Greensboro","North Carolina","36.06908","-79.79503","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,1,1,1,3,1,1,3,4,1,1,3,3,3,3,1,1,1,4,1,3,3,1,1,5,1,1,1,1,1,4,5,4,5,5,"R_1jQcpfjkiA8elzI Survey 13","R_1jQcpfjkiA8elzI",47,"4","1","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-23 19:02:50","2021-03-23 19:10:12","IP Address","167.160.157.65","442","1","2021-03-23 19:10:13","EN","I agree.","NA","NA","2","english, vietnamese","NA","NA","NA","NA","NA","NA","Greensboro","North Carolina","24","NA","NA","NA","NA","-79.79503","36.06908",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Greensboro","North Carolina","37","81","37081","527708","802.4","488406","742.6","278525","158899","2594","19176","235","34826","17675","11302","232483","255923","30639","31801","32234","37290","39642","64326","67048","69197","56106","32201","19761","8161","36.3","35.1","37.3","196628","2.41","24185","34503","37135","47564","4850","20097","123169","3.01","218017","21389","119569","77059","854","89","40864","61108","657.7","0.169883508241148","1.67988350079519","35164","35164","Greensboro, NC","Greensboro, NC Urbanized Area","75","G3500","U","S","479940780","10634270","36.0973017","-79.8439527"
"460",5461,1,5461,1,5461,13,"50","41-50","Female","graduate","1e+05","white","Niagara Falls","New York","43.09548","-79.05582","38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,1,2,2,3,5,4,5,1,5,5,5,1,4,3,2,4,4,2,4,4,3,2,3,3,2,3,2,1,1,1,1,5,5,5,5,5,"R_2aeppPe2NT04OMf Survey 13","R_2aeppPe2NT04OMf",47,"5","2","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-22 12:02:33","2021-03-22 12:10:05","IP Address","104.136.34.29","452","1","2021-03-22 12:10:06","EN","I agree.","NA","NA","1","english","Niagara Falls","New York","Niagara","Niagara Falls","New York","Niagara","Sanford","Florida","9","-79.05582","43.09548","-79.05582","43.09548","-81.26804","28.81397",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Niagara Falls","New York","36","63","36063","213710","405.9","216469","411.2","191673","14851","2285","1823","62","4694","1108","4667","105008","111461","11580","12546","13503","15194","14002","23884","26713","35650","29009","16989","11981","5418","41.8","40.6","43","90556","2.34","12870","15536","15486","25320","2376","7442","56813","2.94","99120","8564","62616","27940","690","203","116167","171908","526.48","0.146162577653823","1.72601559609498","11350","11350","Buffalo, NY","Buffalo, NY Urbanized Area","75","G3500","U","S","984089312","14339704","42.9249297","-78.8236745"
"461",5462,1,5462,1,5462,13,"46","41-50","Female","some college","1e+05","white","Johnstown","Pennsylvania","40.32726","-78.91835","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,4,2,5,4,4,2,4,3,3,4,5,4,2,5,4,2,5,3,3,4,5,2,5,4,2,4,5,1,3,1,1,3,5,5,4,5,5,"R_3qwLaGvwPzN4q9Q Survey 13","R_3qwLaGvwPzN4q9Q",47,"4","3","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-23 12:51:14","2021-03-23 13:00:55","IP Address","24.0.250.210","581","1","2021-03-23 13:00:56","EN","I agree.","NA","NA","1","english","New York","New Jersey","Hudson","New York","New Jersey","Hudson","NA","NA","8","-74.00714","40.71455","-74.00714","40.71455","NA","NA",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Johnstown","Pennsylvania","42","21","42021","136092","196.2","143679","207.2","135206","5222","147","729","29","2006","588","1758","71003","72676","7243","7707","7997","9681","9012","15086","17246","21912","20724","12683","9744","4644","43.8","41.9","45.7","58950","2.3","7754","10636","10052","18619","1438","3746","37835","2.87","65650","6700","43392","15558","557","142","50486","53983","693.5","0.191070456859381","2.03689183545088","43291","43291","Johnstown, PA","Johnstown, PA Urbanized Area","75","G3500","U","S","100019423","897132","40.3033456","-78.8970848"
"462",5463,1,5463,1,5463,13,"34","31-40","Female","bachelor's","62500","asian","Durham","North Carolina","35.99542","-78.89644","22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,2,5,2,1,5,5,2,3,5,5,1,5,5,1,3,5,1,1,5,1,3,4,5,1,4,5,2,2,1,5,1,2,1,1,5,5,"R_3kFd2tWcoqxlKYK Survey 13","R_3kFd2tWcoqxlKYK",47,"1","5","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-31 13:00:28","2021-03-31 13:09:15","IP Address","136.56.8.87","527","1","2021-03-31 13:09:16","EN","I agree.","NA","NA","1","english","Durham","North Carolina","Durham","Durham","North Carolina","Durham","Durham","North Carolina","22","-78.89644","35.99542","-78.89644","35.99542","-78.89644","35.99542",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Durham","North Carolina","37","63","37063","319911","1073.7","267587","898.1","124274","101577","1339","12278","172","36077","21094","6853","127656","139931","19815","16563","14942","17952","23232","48956","37762","34132","28116","14057","8166","3894","33.4","32.4","34.3","109348","2.35","14213","21097","19304","23360","2566","11119","63486","3.02","120217","10869","59299","50049","241","77","6755","41921","297.95","0.077027648568129","1.27124065891575","25228","25228","Durham, NC","Durham, NC Urbanized Area","75","G3500","U","S","470924088","3672528","35.9809551","-78.9477433"
"463",5464,1,5464,1,5464,13,"61","61-70","Female","bachelor's","1","white","Buffalo","New York","42.88544","-78.87847","61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,3,1,1,1,3,1,1,3,3,1,1,3,1,1,3,1,1,3,1,1,5,3,1,1,3,1,1,1,1,1,3,5,5,5,5,"R_3I6pJfx6c07hrTy Survey 13","R_3I6pJfx6c07hrTy",47,"3","1","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-22 10:49:15","2021-03-22 11:05:08","IP Address","108.55.2.99","953","1","2021-03-22 11:05:09","EN","I agree.","NA","NA","1","english","Buffalo","New York","Erie","Buffalo","New York","Erie","Buffalo","New York","61","-78.87847","42.88544","-78.87847","42.88544","-78.87847","42.88544",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Buffalo","New York","36","29","36029","928901","887.6","919040","878.2","735244","123931","5908","23789","219","41731","13427","16522","442971","476069","49038","53698","58006","66313","68766","107906","112542","141839","116568","69929","50828","23607","40.4","38.4","42","383164","2.32","54381","72187","64700","96463","8289","33031","230009","2.99","419974","36810","248299","134865","940","152","96445","139333","1046.52","0.29405655332205","2.43352525334135","11350","11350","Buffalo, NY","Buffalo, NY Urbanized Area","75","G3500","U","S","984089312","14339704","42.9249297","-78.8236745"
"464",5465,1,5465,1,5465,13,"37","31-40","Female","graduate","62500","white","Fayetteville","North Carolina","35.05535","-78.87727","37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,5,3,5,2,4,5,3,4,3,4,5,5,4,4,5,3,4,4,3,3,3,4,3,2,3,2,4,2,3,5,2,2,5,3,4,"R_31aYDejdP6kHUAX Survey 13","R_31aYDejdP6kHUAX",47,"2","5","NA","NA","NA","NA","NA","NA","NA","NA","2021-03-31 11:46:20","2021-03-31 11:57:20","IP Address","172.72.130.168","659","1","2021-03-31 11:57:21","EN","I agree.","NA","NA","1","english","Fayetteville","North Carolina","Cumberland","Fayetteville","North Carolina","Cumberland","Fayetteville","North Carolina","37","-78.87727","35.05535","-78.87727","35.05535","-78.87727","35.05535",0,"NA","NA","NA",NA,NA,NA,NA,NA,NA,0,"NA","NA","NA","NA","NA","NA","NA","NA","Fayetteville","North Carolina","37","51","37051","331428","503.3","319431","485.1","164064","117117","5140","7090","1225","30190","9943","14852","154328","165103","26539","23206","22345","23484","30463","50494","40294","41585","30821","17604","9723","2873","31.2","29.4","33.1","122431","2.53","14916","17540","25833","28326","3477","17122","83227","3.06","135524","13093","68367","54064","336","196","35504","285116","658.55","0.171777323056747","1.83531450585549","29440","29440","Fayetteville, NC","Fayetteville, NC Urbanized Area","75","G3500","U","S","513116223","5411477","35.0526282","-78.9768398"
